spkr	setting	vowel	mean_f1	mean_f2	V_count_spkr
00053	low	o	507.09	1162.81	5
00053	low	ɤ	525.98	1249.77	6
00053	low	i	463.24	2043.93	1
00053	low	ɵ	473.07	1698.65	1
00054	low	u	410.88	881.68	18
00054	low	ɑ	604.37	1227.78	59
00054	low	ɤ	449.13	1203.41	39
00054	low	a	522.77	1509.06	35
00054	low	y	353.79	1185.10	11
00054	low	ɘ	407.73	1718.81	55
00054	low	ɵ	359.79	1502.71	13
00054	low	o	435.97	1008.49	7
00054	low	i	392.94	1878.03	6
00055	low	a	574.64	1599.61	48
00055	low	ɘ	463.99	1696.18	61
00055	low	ɵ	462.81	1507.05	14
00055	low	o	526.26	1174.49	19
00055	low	ɑ	632.74	1295.15	89
00055	low	ɤ	525.03	1317.87	40
00055	low	y	428.62	926.06	5
00055	low	i	357.71	2120.73	7
00055	low	u	472.44	949.39	15
00058	low	a	527.28	1638.08	1180
00058	low	ɘ	417.11	1819.13	1534
00058	low	ɤ	502.53	1274.69	1061
00058	low	ɑ	601.34	1210.90	1963
00058	low	u	447.35	884.65	509
00058	low	ɵ	405.04	1691.48	334
00058	low	o	494.77	1137.75	269
00058	low	y	399.50	975.93	218
00058	low	i	332.50	2156.00	135
00062	low	ɑ	632.27	1145.33	626
00062	low	ɤ	506.57	1178.37	328
00062	low	y	404.26	953.70	70
00062	low	a	571.94	1577.16	333
00062	low	ɘ	443.46	1736.25	435
00062	low	o	511.34	1030.92	95
00062	low	u	438.52	826.41	143
00062	low	i	378.20	2050.50	49
00062	low	ɵ	419.57	1606.97	93
00068	low	ɘ	425.75	1758.87	38
00068	low	o	535.01	1339.90	4
00068	low	ɑ	676.72	1278.72	36
00068	low	u	435.51	964.12	10
00068	low	ɤ	517.73	1349.66	20
00068	low	i	340.48	2130.76	6
00068	low	a	561.95	1723.20	32
00068	low	y	362.22	948.11	7
00068	low	ɵ	415.71	1616.51	8
00071	low	u	414.65	1049.48	7
00071	low	ɑ	619.19	1211.97	13
00071	low	ɘ	415.56	1884.51	16
00071	low	a	559.12	1639.48	13
00071	low	ɤ	509.97	1394.64	12
00071	low	y	369.43	1135.78	3
00071	low	ɵ	364.18	1848.32	3
00071	low	o	581.33	1172.24	5
00071	low	i	294.53	2357.61	1
00073	low	o	539.67	1274.09	3
00073	low	ɘ	524.71	1736.08	14
00073	low	u	471.51	889.17	6
00073	low	ɑ	714.04	1373.73	15
00073	low	ɤ	558.92	1377.33	14
00073	low	y	457.47	983.00	3
00073	low	i	370.77	2166.32	3
00073	low	a	603.46	1570.61	5
00075	low	ɘ	378.58	1999.41	4
00075	low	u	434.52	927.94	4
00075	low	ɑ	581.39	1184.97	4
00075	low	ɤ	493.64	1353.80	4
00075	low	a	496.20	1554.09	2
00075	low	ɵ	358.62	1198.32	2
00079	low	ɤ	509.31	1294.18	363
00079	low	ɑ	636.61	1208.93	702
00079	low	o	501.60	1140.41	90
00079	low	ɘ	434.23	1697.63	611
00079	low	a	562.95	1495.64	415
00079	low	i	351.99	2104.23	59
00079	low	y	396.84	1020.85	76
00079	low	ɵ	411.50	1519.27	124
00079	low	u	414.51	909.16	172
00080	low	ɘ	413.08	1664.58	1916
00080	low	o	466.56	1122.62	352
00080	low	ɑ	552.36	1184.29	2296
00080	low	u	418.24	895.95	592
00080	low	a	504.15	1519.67	1463
00080	low	ɤ	472.52	1255.33	1281
00080	low	i	348.34	1871.98	150
00080	low	y	376.76	1042.43	315
00080	low	ɵ	395.56	1513.90	335
00086	low	o	463.96	915.16	2
00086	low	a	568.04	1602.06	16
00086	low	y	388.46	1023.21	6
00086	low	ɘ	451.18	1882.75	16
00086	low	ɤ	464.52	1084.52	15
00086	low	ɑ	664.60	1135.83	16
00086	low	ɵ	391.92	1655.39	4
00086	low	u	418.91	934.67	2
00086	low	i	474.99	1479.43	1
00087	low	ɤ	537.99	1294.31	33
00087	low	a	593.25	1578.20	26
00087	low	ɘ	444.01	1795.04	48
00087	low	ɑ	655.26	1222.85	47
00087	low	u	487.94	870.60	13
00087	low	y	367.58	938.48	4
00087	low	ɵ	416.21	1670.94	4
00087	low	i	366.25	2006.81	4
00087	low	o	517.10	1297.88	4
00091	low	a	530.02	1405.23	13
00091	low	ɘ	383.06	1637.07	9
00091	low	ɵ	380.86	1351.78	1
00091	low	u	405.77	997.13	2
00091	low	ɑ	600.56	1257.14	9
00091	low	ɤ	540.15	1347.10	3
00091	low	o	356.56	909.91	1
00094	low	o	499.95	1216.06	657
00094	low	ɘ	450.02	1657.81	3528
00094	low	a	548.05	1564.41	2635
00094	low	u	439.66	1015.53	1044
00094	low	ɑ	597.54	1281.80	4116
00094	low	i	405.57	1896.18	386
00094	low	y	406.03	1104.48	473
00094	low	ɤ	505.78	1294.12	2271
00094	low	ɵ	421.83	1510.29	647
00097	low	u	416.17	1039.90	5
00097	low	ɑ	685.91	1291.55	8
00097	low	ɘ	379.81	1676.27	12
00097	low	a	478.11	1494.41	10
00097	low	ɤ	480.94	1303.39	7
00097	low	y	350.24	1053.09	2
00098	low	ɑ	577.27	1286.43	94
00098	low	ɤ	487.81	1310.09	66
00098	low	ɘ	429.89	1652.04	90
00098	low	a	535.94	1517.38	91
00098	low	y	397.74	972.53	15
00098	low	ɵ	408.84	1521.52	18
00098	low	o	470.32	1184.61	21
00098	low	u	429.61	931.55	23
00098	low	i	348.75	1821.01	7
00102	low	a	504.51	1560.95	25
00102	low	ɘ	391.96	1867.42	22
00102	low	y	363.79	780.22	2
00102	low	i	348.80	2146.71	7
00102	low	ɑ	549.96	1150.65	37
00102	low	ɤ	463.11	1252.47	21
00102	low	u	393.00	904.89	11
00102	low	ɵ	401.32	1579.09	4
00104	low	u	415.76	866.14	359
00104	low	ɑ	609.09	1213.85	1143
00104	low	o	475.17	1152.09	162
00104	low	ɤ	484.44	1302.60	718
00104	low	a	550.14	1725.88	831
00104	low	ɘ	429.63	1873.06	1022
00104	low	y	381.59	1065.16	156
00104	low	ɵ	404.79	1705.09	217
00104	low	i	371.21	2197.91	108
00105	low	y	398.24	925.22	12
00105	low	ɘ	417.98	1659.12	47
00105	low	a	564.02	1458.62	29
00105	low	i	376.25	2051.50	3
00105	low	o	461.95	1108.28	13
00105	low	ɑ	533.27	1240.44	31
00105	low	u	415.58	851.92	11
00105	low	ɤ	453.33	1216.59	24
00105	low	ɵ	372.95	1493.14	5
00108	low	a	572.16	1719.88	624
00108	low	ɘ	431.25	1917.38	1351
00108	low	u	402.29	861.49	471
00108	low	ɤ	481.02	1241.30	814
00108	low	y	387.19	937.80	215
00108	low	ɑ	605.41	1162.91	1365
00108	low	o	481.89	1100.01	255
00108	low	i	375.01	2223.22	127
00108	low	ɵ	415.81	1778.95	196
00112	low	ɑ	551.00	1089.43	38
00112	low	o	429.66	970.15	9
00112	low	ɘ	364.22	1618.82	34
00112	low	i	344.79	1743.39	3
00112	low	a	475.41	1447.06	25
00112	low	ɤ	432.50	1219.80	25
00112	low	u	421.46	897.30	9
00112	low	ɵ	344.26	1261.25	6
00112	low	y	361.32	890.48	4
00116	low	ɘ	418.03	1549.83	7
00116	low	ɤ	418.47	1256.32	12
00116	low	ɑ	538.21	1225.86	20
00116	low	a	449.80	1470.26	7
00116	low	o	436.77	1472.54	1
00116	low	ɵ	378.23	1490.63	4
00116	low	u	397.20	876.32	3
00116	low	y	371.19	748.72	1
00118	low	ɑ	656.07	1339.02	11
00118	low	ɤ	520.47	1243.36	6
00118	low	ɘ	458.11	1800.26	18
00118	low	o	475.35	1186.00	7
00118	low	i	364.30	1618.31	2
00118	low	ɵ	397.77	1556.62	5
00118	low	a	597.93	1874.40	10
00118	low	y	404.25	818.68	3
00118	low	u	409.95	705.53	2
00120	low	ɤ	465.31	1309.05	11
00120	low	ɑ	641.23	1276.60	14
00120	low	ɵ	434.65	1583.79	5
00120	low	ɘ	434.22	1866.96	11
00120	low	u	374.59	759.25	6
00120	low	o	508.06	1195.60	2
00120	low	y	370.26	855.92	2
00120	low	a	579.61	1638.99	5
00120	low	i	324.73	2075.04	1
00121	low	ɘ	450.61	1831.31	1745
00121	low	a	575.06	1664.43	1523
00121	low	u	428.65	871.88	667
00121	low	y	413.69	992.38	271
00121	low	ɑ	638.79	1180.78	2037
00121	low	ɤ	521.51	1285.23	1234
00121	low	i	375.94	2097.81	155
00121	low	ɵ	422.55	1645.44	358
00121	low	o	497.40	1114.42	288
00124	low	ɘ	454.53	1797.10	639
00124	low	a	582.27	1673.41	456
00124	low	ɑ	658.19	1194.37	867
00124	low	ɤ	542.24	1293.30	496
00124	low	u	424.07	864.79	205
00124	low	ɵ	416.99	1601.47	103
00124	low	i	366.90	2170.34	56
00124	low	y	380.41	948.03	94
00124	low	o	494.98	1058.92	109
00129	low	ɘ	434.57	1707.32	21
00129	low	a	505.81	1566.35	13
00129	low	ɑ	637.34	1131.61	10
00129	low	ɤ	529.60	1172.71	5
00129	low	i	349.45	2026.43	3
00129	low	y	407.48	1016.06	3
00129	low	u	401.68	997.24	1
00129	low	ɵ	410.08	1390.86	5
00131	low	a	576.08	1643.81	1172
00131	low	ɘ	426.83	1769.54	1698
00131	low	y	384.43	1017.84	237
00131	low	ɑ	619.82	1208.00	1994
00131	low	u	420.82	938.83	555
00131	low	ɤ	499.42	1266.24	1109
00131	low	ɵ	415.40	1609.82	262
00131	low	o	477.07	1202.99	316
00131	low	i	365.39	2169.46	162
00133	low	ɑ	611.10	1199.81	21
00133	low	ɤ	512.47	1361.55	11
00133	low	u	443.58	938.64	6
00133	low	ɘ	474.08	1682.33	15
00133	low	a	551.67	1605.74	7
00133	low	ɵ	421.79	1648.32	3
00133	low	y	443.38	858.71	3
00133	low	i	435.16	2225.73	1
00134	low	a	357.88	1404.27	1
00134	low	ɘ	382.18	1910.51	7
00134	low	u	368.23	1126.11	3
00134	low	ɤ	364.68	1501.41	7
00134	low	ɑ	484.85	974.68	1
00134	low	y	252.21	1096.77	1
00134	low	o	336.80	1099.91	1
00136	low	a	510.57	1552.63	1379
00136	low	ɘ	429.25	1700.13	1771
00136	low	ɑ	588.81	1193.28	2363
00136	low	ɤ	483.02	1244.66	1313
00136	low	u	421.13	954.71	640
00136	low	i	374.67	1979.51	143
00136	low	y	387.80	984.44	266
00136	low	o	467.61	1107.27	342
00136	low	ɵ	397.46	1532.13	374
00138	low	u	481.38	1230.82	1
00138	low	i	393.52	2529.54	1
00138	low	ɑ	597.93	1093.12	1
00143	low	ɘ	408.27	1762.18	1365
00143	low	a	512.98	1584.69	1021
00143	low	o	472.13	1079.44	231
00143	low	ɑ	577.07	1148.66	1530
00143	low	y	380.08	977.46	154
00143	low	ɤ	472.70	1200.81	865
00143	low	u	423.42	873.49	429
00143	low	ɵ	384.18	1548.27	235
00143	low	i	380.39	2100.72	126
00145	low	o	534.58	1220.45	86
00145	low	ɘ	483.28	1838.87	465
00145	low	ɑ	635.66	1299.13	527
00145	low	ɤ	542.70	1386.55	293
00145	low	a	589.51	1676.66	344
00145	low	y	457.52	1009.13	64
00145	low	ɵ	470.03	1646.88	119
00145	low	i	425.55	2195.00	38
00145	low	u	479.91	971.04	138
00153	low	ɵ	397.97	1659.33	6
00153	low	a	529.75	1712.18	18
00153	low	ɘ	436.68	1846.87	17
00153	low	ɤ	462.12	1312.48	7
00153	low	ɑ	635.92	1457.14	17
00153	low	o	475.85	1209.72	6
00153	low	y	401.43	1069.65	5
00153	low	u	404.60	927.62	4
00157	low	ɤ	423.95	1355.70	15
00157	low	ɑ	563.51	1240.50	22
00157	low	o	477.65	1416.05	2
00157	low	u	412.10	957.07	4
00157	low	i	261.35	2077.82	2
00157	low	ɘ	393.14	1939.34	17
00157	low	a	512.36	1387.38	7
00157	low	y	403.90	771.79	2
00157	low	ɵ	401.11	1952.27	2
00160	low	ɘ	473.67	1877.01	13
00160	low	a	620.48	1753.37	7
00160	low	y	381.30	1119.07	2
00160	low	ɑ	708.94	1354.10	5
00160	low	ɵ	374.98	1470.35	2
00160	low	u	429.17	843.28	4
00160	low	ɤ	556.06	1088.44	2
00160	low	i	395.98	1731.34	2
00160	low	o	494.59	986.17	2
00164	low	u	467.76	876.50	5
00164	low	ɤ	499.26	1196.71	18
00164	low	a	558.81	1400.21	10
00164	low	ɑ	575.00	1206.53	26
00164	low	ɘ	452.07	1576.95	13
00164	low	ɵ	396.88	1404.32	6
00164	low	i	383.93	2041.29	2
00164	low	y	471.73	1070.45	1
00164	low	o	503.30	959.69	1
00167	low	ɤ	514.70	1345.10	17
00167	low	ɑ	605.97	1232.92	30
00167	low	ɘ	400.57	1908.84	17
00167	low	a	531.81	1641.19	14
00167	low	i	337.81	2246.89	1
00167	low	o	473.14	1172.55	5
00167	low	u	435.62	931.94	5
00167	low	y	415.69	1284.73	1
00167	low	ɵ	376.81	1603.22	3
00168	low	ɑ	576.79	1212.37	11
00168	low	u	410.05	938.49	5
00168	low	i	347.36	2183.87	1
00168	low	ɤ	432.30	1344.51	6
00168	low	ɘ	435.96	2078.00	1
00173	low	a	534.51	1745.84	62
00173	low	ɑ	606.87	1230.65	104
00173	low	ɘ	435.40	1887.22	88
00173	low	ɤ	486.47	1338.31	75
00173	low	ɵ	405.33	1725.97	9
00173	low	u	435.06	886.73	32
00173	low	y	405.18	969.09	6
00173	low	o	477.23	1151.20	18
00173	low	i	404.10	2158.38	5
00178	low	ɘ	422.87	1739.00	71
00178	low	ɑ	590.46	1159.87	70
00178	low	a	545.66	1597.17	43
00178	low	ɤ	502.48	1287.35	37
00178	low	y	378.22	1001.93	8
00178	low	u	422.04	913.05	20
00178	low	o	539.66	1169.23	8
00178	low	ɵ	402.73	1426.94	9
00178	low	i	376.89	2256.48	3
00179	low	ɑ	735.02	1257.20	12
00179	low	u	435.47	893.00	7
00179	low	ɤ	492.54	1298.03	10
00179	low	o	525.74	999.27	1
00179	low	y	434.65	1025.77	1
00179	low	ɘ	426.19	1798.05	8
00179	low	a	610.08	1726.34	13
00179	low	ɵ	421.46	1549.48	5
00180	low	a	504.35	1679.19	105
00180	low	ɑ	552.80	1146.04	160
00180	low	ɵ	380.59	1646.40	19
00180	low	ɘ	391.99	1830.04	154
00180	low	ɤ	459.53	1158.84	108
00180	low	i	348.80	2162.99	13
00180	low	u	435.37	902.92	60
00180	low	y	389.12	945.70	18
00180	low	o	440.49	1014.10	14
00182	low	ɤ	563.49	1390.69	4
00182	low	ɑ	621.78	1370.66	5
00182	low	a	614.93	1676.50	2
00182	low	ɘ	492.63	1650.77	2
00182	low	y	387.36	900.00	1
00182	low	u	427.81	1069.27	1
00182	low	i	368.24	1810.91	1
00185	low	ɘ	437.73	1593.41	1521
00185	low	a	538.98	1372.70	1120
00185	low	u	428.77	854.02	583
00185	low	ɑ	588.54	1177.69	2006
00185	low	ɤ	474.52	1221.22	1235
00185	low	ɵ	431.34	1575.47	257
00185	low	y	414.04	915.16	264
00185	low	o	480.96	1169.80	327
00185	low	i	395.58	2125.97	129
00186	low	ɑ	605.57	1214.49	301
00186	low	u	400.11	945.59	94
00186	low	y	366.03	1028.13	41
00186	low	a	522.96	1546.96	221
00186	low	o	449.39	1098.02	36
00186	low	ɤ	467.57	1317.96	166
00186	low	ɘ	411.50	1659.80	256
00186	low	i	347.99	1842.88	15
00186	low	ɵ	381.09	1549.54	67
00193	low	u	396.15	864.05	430
00193	low	ɑ	595.27	1156.26	1710
00193	low	ɤ	495.74	1216.72	947
00193	low	o	471.65	1108.06	294
00193	low	ɘ	401.85	1761.17	1399
00193	low	y	357.16	930.60	189
00193	low	a	530.78	1615.18	1058
00193	low	i	337.38	2074.06	128
00193	low	ɵ	371.63	1614.68	273
00194	low	i	394.05	2058.75	4
00194	low	ɘ	461.53	1797.95	80
00194	low	ɑ	616.16	1188.91	51
00194	low	ɤ	533.67	1322.47	24
00194	low	u	451.45	896.52	10
00194	low	a	552.72	1706.13	47
00194	low	o	505.97	1065.56	7
00194	low	y	403.38	964.54	11
00194	low	ɵ	436.11	1473.56	4
00207	low	ɑ	594.98	1182.33	76
00207	low	ɤ	443.31	1179.34	54
00207	low	ɘ	417.84	1680.83	63
00207	low	a	534.75	1571.99	56
00207	low	u	391.60	877.84	15
00207	low	y	354.21	789.25	7
00207	low	ɵ	409.14	1452.27	8
00207	low	o	477.19	1123.75	15
00207	low	i	346.21	2025.39	4
00209	low	u	497.91	966.30	2
00209	low	ɘ	470.95	1676.62	2
00209	low	a	500.49	1273.70	2
00209	low	o	439.94	1013.36	2
00209	low	ɑ	533.94	859.78	2
00213	low	o	461.23	1243.69	254
00213	low	ɑ	575.53	1355.66	1510
00213	low	a	532.09	1777.72	949
00213	low	ɘ	444.35	1895.74	1423
00213	low	ɤ	482.01	1414.10	987
00213	low	u	418.62	1063.85	495
00213	low	y	394.88	1198.49	202
00213	low	ɵ	406.62	1666.03	248
00213	low	i	382.29	2264.07	110
00219	low	a	611.78	1423.98	5
00219	low	ɑ	646.12	1129.03	3
00219	low	ɘ	436.85	1787.84	7
00219	low	ɤ	510.71	1240.06	4
00219	low	u	509.59	1086.55	2
00219	low	ɵ	504.33	1619.18	2
00219	low	o	532.89	1085.17	2
00220	low	u	435.90	927.59	1275
00220	low	ɑ	627.44	1235.41	4660
00220	low	ɤ	499.23	1302.89	2612
00220	low	o	501.57	1157.18	644
00220	low	ɵ	430.18	1648.12	742
00220	low	a	567.65	1615.17	2668
00220	low	ɘ	447.01	1814.23	3433
00220	low	i	398.55	2309.08	376
00220	low	y	407.63	1035.29	524
00221	low	ɘ	388.03	1687.80	17
00221	low	a	486.62	1575.91	9
00221	low	u	400.72	811.43	3
00221	low	ɑ	568.19	1182.31	10
00221	low	ɤ	511.47	1206.87	3
00221	low	ɵ	334.27	1651.75	1
00221	low	i	316.07	2016.84	3
00221	low	o	473.06	1018.16	3
00226	low	o	457.59	1066.40	104
00226	low	a	562.90	1738.58	315
00226	low	ɘ	426.73	1928.27	463
00226	low	i	336.06	2287.91	59
00226	low	y	357.47	926.20	60
00226	low	ɵ	402.62	1696.59	94
00226	low	ɑ	629.85	1264.00	581
00226	low	u	384.65	798.14	152
00226	low	ɤ	476.74	1313.11	342
00229	low	ɑ	598.60	1232.38	143
00229	low	o	461.83	1160.25	21
00229	low	ɵ	410.66	1643.26	21
00229	low	i	358.25	2068.66	10
00229	low	ɘ	426.68	1778.36	100
00229	low	ɤ	494.61	1301.16	80
00229	low	a	554.97	1632.91	99
00229	low	y	366.23	1009.95	18
00229	low	u	408.45	860.95	32
00232	low	ɑ	630.76	1239.73	54
00232	low	ɘ	463.63	1765.54	41
00232	low	a	574.08	1603.17	40
00232	low	ɤ	537.91	1292.81	31
00232	low	u	417.80	889.48	17
00232	low	ɵ	406.90	1639.21	14
00232	low	o	493.28	1393.22	6
00232	low	y	370.92	952.97	6
00232	low	i	441.31	1790.42	1
00238	low	a	491.48	1598.33	34
00238	low	ɘ	380.64	1643.95	68
00238	low	u	407.81	933.37	15
00238	low	ɑ	586.45	1264.42	44
00238	low	ɵ	380.35	1461.94	13
00238	low	ɤ	497.07	1280.73	26
00238	low	y	366.93	965.46	11
00238	low	i	300.46	1946.78	7
00238	low	o	537.13	1161.03	10
00239	low	a	591.79	1593.45	23
00239	low	ɘ	450.65	1630.01	31
00239	low	o	460.17	1087.79	4
00239	low	ɑ	644.25	1205.49	33
00239	low	ɤ	497.44	1195.44	17
00239	low	i	323.75	2345.80	2
00239	low	y	408.86	974.68	7
00239	low	u	478.44	860.80	9
00239	low	ɵ	400.82	1560.77	6
00243	low	ɤ	478.21	1406.71	1187
00243	low	ɑ	625.31	1357.79	1610
00243	low	u	430.51	939.39	527
00243	low	ɘ	409.84	1668.39	1521
00243	low	ɵ	415.11	1671.92	322
00243	low	a	541.24	1613.69	1194
00243	low	o	481.54	1237.09	258
00243	low	y	409.87	1037.63	236
00243	low	i	393.02	2039.35	115
00244	low	ɤ	499.68	1359.50	4230
00244	low	u	458.61	955.87	1861
00244	low	ɑ	607.07	1325.70	6250
00244	low	y	433.10	1010.04	844
00244	low	a	550.69	1612.13	4215
00244	low	i	408.73	1875.50	423
00244	low	ɘ	443.81	1683.37	5492
00244	low	o	510.11	1228.54	940
00244	low	ɵ	445.21	1635.41	1123
00248	low	u	450.59	913.10	5
00248	low	ɘ	453.87	1621.19	15
00248	low	ɑ	648.86	1157.03	17
00248	low	o	544.98	1087.50	5
00248	low	ɵ	465.43	1077.03	2
00248	low	a	584.59	1577.11	17
00248	low	y	452.67	854.85	6
00248	low	i	419.71	2145.71	2
00248	low	ɤ	508.64	1051.58	7
00250	low	a	552.14	1619.74	1424
00250	low	ɑ	624.51	1175.17	2576
00250	low	ɤ	518.17	1201.35	1361
00250	low	ɘ	454.30	1774.18	2080
00250	low	u	441.13	930.46	720
00250	low	o	502.77	1119.05	429
00250	low	i	381.54	2183.92	176
00250	low	ɵ	428.69	1603.38	391
00250	low	y	402.32	1018.66	296
00253	low	ɘ	387.70	1603.98	8
00253	low	ɑ	599.38	1261.66	11
00253	low	ɤ	489.79	1165.72	4
00253	low	a	532.29	1565.70	8
00253	low	ɵ	411.14	1560.65	2
00253	low	y	386.09	626.90	1
00253	low	o	459.43	1300.38	4
00253	low	u	456.48	1083.47	4
00258	low	ɑ	644.37	1135.96	33
00258	low	ɘ	447.62	1809.41	29
00258	low	a	608.58	1543.28	19
00258	low	y	389.00	795.95	2
00258	low	ɤ	538.94	1159.09	24
00258	low	o	478.67	961.93	7
00258	low	u	469.28	807.79	8
00258	low	i	377.40	2123.55	1
00258	low	ɵ	421.04	1612.43	1
00259	low	ɤ	515.21	1200.48	44
00259	low	ɑ	604.89	1125.38	60
00259	low	ɘ	464.11	1931.44	63
00259	low	o	502.26	1035.18	11
00259	low	a	571.28	1590.60	41
00259	low	y	409.42	955.69	11
00259	low	ɵ	452.25	1677.90	16
00259	low	u	457.22	842.72	24
00259	low	i	394.82	2336.34	4
00260	low	ɘ	360.75	1646.17	16
00260	low	ɑ	538.23	1177.31	20
00260	low	ɤ	433.92	1234.71	16
00260	low	y	355.32	1042.48	1
00260	low	a	437.63	1309.77	6
00260	low	i	331.22	1651.06	1
00260	low	u	377.00	942.69	8
00260	low	o	425.42	1053.68	2
00262	low	ɘ	366.29	1715.51	12
00262	low	i	301.96	2087.66	2
00262	low	ɤ	464.54	1372.27	14
00262	low	a	488.04	1538.76	5
00262	low	ɑ	569.84	1153.01	17
00262	low	o	403.23	1318.01	1
00262	low	u	362.00	951.74	3
00265	low	ɑ	550.51	1175.48	29
00265	low	ɤ	451.30	1230.10	22
00265	low	ɘ	427.61	1760.16	31
00265	low	a	459.65	1731.84	26
00265	low	i	348.98	2395.26	1
00265	low	y	390.34	1170.87	5
00265	low	u	422.89	898.55	7
00265	low	o	456.43	1387.48	4
00265	low	ɵ	390.51	1797.97	5
00271	low	u	371.43	939.81	42
00271	low	ɘ	390.91	1738.83	111
00271	low	ɤ	426.62	1266.34	90
00271	low	ɑ	582.99	1188.33	133
00271	low	a	522.99	1563.69	81
00271	low	ɵ	379.41	1658.64	15
00271	low	y	352.66	1082.17	15
00271	low	i	372.22	1897.99	10
00271	low	o	414.71	1229.92	15
00272	low	y	432.14	1056.00	29
00272	low	a	601.79	1526.77	117
00272	low	ɘ	481.68	1733.69	116
00272	low	o	522.32	1068.11	47
00272	low	ɑ	659.94	1252.49	220
00272	low	i	456.84	2066.49	13
00272	low	ɤ	544.33	1306.29	132
00272	low	u	479.47	941.68	47
00272	low	ɵ	439.72	1612.17	32
00274	low	ɘ	406.62	1519.50	5
00274	low	a	471.04	1581.34	6
